2.2933417,-17.2434743
2.3080682,-17.4414515
2.3197587,-17.6421303
2.3288645,-17.8413292
2.3362575,-18.0417576
2.3425286,-18.2415154
2.3483141,-18.4417688
2.3541682,-18.6417208
2.3606841,-18.8418860
2.3684043,-19.0417816
2.3779001,-19.2418944
2.3896596,-19.4414425
2.4042733,-19.6414551
2.4221164,-19.8401797
2.4439401,-20.0399376
2.4698406,-20.2370257
2.5010354,-20.4362096
2.5372295,-20.6319248
2.5797891,-20.8283332
2.6287488,-21.0223906
2.6844407,-21.2131793
2.7487301,-21.4042786
2.8205833,-21.5902654
2.9009103,-21.7720045
2.9916104,-21.9516428
3.0913990,-22.1248183
3.2008179,-22.2913586
3.3204077,-22.4508052
3.4507244,-22.6023207
3.5917556,-22.7441098
3.7434014,-22.8742772
3.9056799,-22.9910311
4.0781592,-23.0923093
4.2598507,-23.1760025
4.4492406,-23.2401154
4.6444081,-23.2826556
4.8433275,-23.3015280
5.0433170,-23.2949089
5.2404432,-23.2616527
5.4310034,-23.2027413
5.6139744,-23.1202006
5.7864060,-23.0191356
5.9492600,-22.9047912
6.1037980,-22.7789789
6.2469987,-22.6415303
6.3776369,-22.4907062
6.4940541,-22.3275196
6.5956386,-22.1535569
6.6811946,-21.9739396
6.7531719,-21.7883111
6.8131370,-21.5966023
6.8615637,-21.4017283
6.8993883,-21.2064579
6.9286258,-21.0076139
6.9499256,-20.8090352
6.9646065,-20.6096464
6.9736562,-20.4089672
6.9778658,-20.2097146
6.9780877,-20.0089279
6.9750004,-19.8093885
6.9691958,-19.6090964
6.9612454,-19.4092818
6.9516134,-19.2093156
6.9407492,-19.0095518
6.9290265,-18.8096628
6.9168242,-18.6101757
6.9043978,-18.4100903
6.8921012,-18.2108817
6.8800569,-18.0105629
6.8686133,-17.8110941
6.8579349,-17.6111382
6.8483092,-17.4110657
6.8400496,-17.2120010
6.8333204,-17.0110307
6.8285155,-16.8117758
6.8258340,-16.6115097
6.8255725,-16.4110195
6.8279619,-16.2120364
6.8332733,-16.0116891
6.8417058,-15.8115097
6.8533756,-15.6124041
6.8684356,-15.4136844
6.8871091,-15.2140841
6.9093044,-15.0154787
6.9350816,-14.8175062
6.9645066,-14.6198326
6.9975653,-14.4226548
7.0341603,-14.2264744
7.0743493,-14.0308288
7.1181666,-13.8354006
7.1653778,-13.6408978
7.2156418,-13.4480616
7.2691831,-13.2552634
7.3257930,-13.0624184
7.3842987,-12.8722626
7.4452206,-12.6816493
7.5079807,-12.4909507
7.5713955,-12.3021298
7.6358639,-12.1123415
7.7003729,-11.9230150
7.7645471,-11.7337791
7.8283094,-11.5434193
7.8905246,-11.3539428
7.9514876,-11.1631050
8.0104269,-10.9720226
8.0671691,-10.7800939
8.1213423,-10.5874724
8.1726970,-10.3939786
8.2208838,-10.1999330
8.2658035,-10.0046799
8.3070684,-9.8088719
8.3444765,-9.6124728
8.3779644,-9.4146402
8.4069749,-9.2177543
8.4318629,-9.0180758
8.4520276,-8.8189809
8.4674049,-8.6207507
8.4781628,-8.4194721
8.4839957,-8.2195030
8.4850392,-8.0208093
8.4814152,-7.8205616
8.4732985,-7.6200459
8.4610778,-7.4204525
8.4451826,-7.2214608
8.4260418,-7.0228622
8.4039810,-6.8245802
8.3791042,-6.6266100
8.3511833,-6.4289909
8.3197141,-6.2318150
8.2841457,-6.0351996
8.2439633,-5.8392503
8.1987071,-5.6440592
8.1480897,-5.4499920
8.0923912,-5.2588427
8.0310082,-5.0689064
7.9638243,-4.8802194
7.8908182,-4.6929524
7.8130484,-4.5096161
7.7296641,-4.3279403
7.6407152,-4.1480160
7.5471846,-3.9716151
7.4486597,-3.7976794
7.3450465,-3.6259171
7.2373660,-3.4578087
7.1250440,-3.2922331
7.0083042,-3.1294007
